Comments,Lane number,Date,business,senior,family,young,PRM,regular,Experience,Time Start Baggage drop off,Number of boxes,Time End Baggage drop off,Time Start WTMD,Time Start WTMD 2,Time Start WTMD 3,Time Start WTMD check,Time End WTMD check,Time Start ETD check,Time End ETD check,Time Start Baggage reclaim,Time End Baggage reclaim,Group size,Time Start Baggage Check,Time End Baggage Check,source_sheet,Time Start Baggage drop off_sec,Time End Baggage drop off_sec,Time Start WTMD_sec,Time Start WTMD 2_sec,Time Start WTMD 3_sec,Time Start WTMD check_sec,Time End WTMD check_sec,Time Start ETD check_sec,Time End ETD check_sec,Time Start Baggage reclaim_sec,Time End Baggage reclaim_sec,Time Start Baggage Check_sec,Time End Baggage Check_sec,checkpoint_time,drop_time,wait_I,collect_time,patdown_time,etd_time,baggage_check_time,has_second_wtmd,has_third_wtmd,has_patdown,has_etd,has_baggage_check,passenger_type
"WTMD twice, shoes",3,4/15/2018 0:00,0,0,0,0,0,1,0,61835,2,61913,61946,61947,,,,,,61948,62116,1,61950,62032,2018_04_15,22715,22753,22786,22787,,,,,,22788,22876,22790,22832,161,38,33,88,,,42,1,0,0,0,1,regular
,3,4/15/2018 0:00,0,0,0,1,0,0,1,61902,2,62003,62012,,,,,,,62022,62102,2,,,2018_04_15,22742,22803,22812,,,,,,,22822,22862,,,120,61,9,40,,,,0,0,0,0,0,young
,3,4/15/2018 0:00,0,0,0,1,0,0,1,61907,2,61948,61954,,,,,62007,62045,62010,62018,2,,,2018_04_15,22747,22788,22794,,,,,22807,22845,22810,22818,,,71,41,6,8,,38,,0,0,0,1,0,young
"WTMD twice (2204), shoes",3,4/15/2018 0:00,0,0,1,0,0,0,1,61957,3,62120,62204,62229,,,,,,62244,62436,3,,,2018_04_15,22797,22880,22924,22949,,,,,,22964,23076,,,279,83,44,112,,,,1,0,0,0,0,family
Mum with little girl,3,4/15/2018 0:00,0,0,1,0,0,0,1,62012,4,62140,62215,,,,,,,62310,62439,3,,,2018_04_15,22812,22900,22935,,,,,,,22990,23079,,,267,88,35,89,,,,0,0,0,0,0,family
,3,4/15/2018 0:00,0,1,0,0,0,0,0,62113,1,62245,62253,,,,,,,62314,62400,2,,,2018_04_15,22873,22965,22973,,,,,,,22994,23040,,,167,92,8,46,,,,0,0,0,0,0,senior
,3,4/15/2018 0:00,0,1,0,0,0,0,0,62121,1,62246,62256,,,62305,62336,,,62343,62400,2,,,2018_04_15,22881,22966,22976,,,22985,23016,,,23023,23040,,,159,85,10,17,31,,,0,0,1,0,0,senior
,3,4/15/2018 0:00,0,0,0,1,0,0,1,62231,2,62255,62342,,,,,,,62504,62525,2,,,2018_04_15,22951,22975,23022,,,,,,,23104,23125,,,174,24,47,21,,,,0,0,0,0,0,young
2x wtmd (shoes)  062413,3,4/15/2018 0:00,0,0,0,0,0,1,0,62235,2,62303,62347,62413,,,,,,62418,62608,2,62418,62457,2018_04_15,22955,22983,23027,23053,,,,,,23058,23168,23058,23097,213,28,44,110,,,39,1,0,0,0,1,regular
"WTMD twice (2416), shoes. ETD outside queue, reclaim outside queue, then from  2535-2541 back to retrieve shoes from reclaim belt",3,4/15/2018 0:00,0,0,1,0,0,0,1,62259,3,62404,62416,62432,,,,62500,62529,62446,62451,3,,,2018_04_15,22979,23044,23056,23072,,,,23100,23129,23086,23091,,,112,65,12,5,,29,,1,0,0,1,0,family
,3,4/15/2018 0:00,0,0,1,1,0,0,1,62309,2,62413,62444,,,,,,,62506,62827,3,,,2018_04_15,22989,23053,23084,,,,,,,23106,23307,,,318,64,31,201,,,,0,0,0,0,0,family
,3,4/15/2018 0:00,0,1,0,0,0,0,0,62322,1,62538,62538,,,,,,,62550,62612,2,,,2018_04_15,23002,23138,23138,,,,,,,23150,23172,,,170,136,0,22,,,,0,0,0,0,0,senior
"WTMD thrice. First try 2512, then back for jewelry, second try at 2512, then back for shoes, third try at indicated WTMD-time",3,4/15/2018 0:00,0,0,1,0,0,0,0,62412,5,62504,62512,62550,62620,62623,62637,,,62644,62826,3,,,2018_04_15,23052,23104,23112,23150,23180,23183,23197,,,23204,23306,,,254,52,8,102,14,,,1,1,1,0,0,family
,3,4/15/2018 0:00,0,1,0,0,0,0,0,62451,1,62622,62644,,,62551,62700,,,62703,62733,2,,,2018_04_15,23091,23182,23204,,,23151,23220,,,23223,23253,,,162,91,22,30,69,,,0,0,1,0,0,senior
,3,4/15/2018 0:00,0,0,0,0,0,1,0,62515,2,62740,62809,,,,,,,62830,63056,2,,,2018_04_15,23115,23260,23289,,,,,,,23310,23456,,,341,145,29,146,,,,0,0,0,0,0,regular
etd passenger + baggae,3,4/15/2018 0:00,0,0,0,0,0,1,0,62517,3,62814,62837,,,,,62904,62955,62907,62930,2,,,2018_04_15,23117,23294,23317,,,,,23344,23395,23347,23370,,,253,177,23,23,,51,,0,0,0,1,0,regular
,3,4/15/2018 0:00,0,0,0,1,0,0,1,62604,2,62822,62903,,,,,,,62910,62949,2,,,2018_04_15,23164,23302,23343,,,,,,,23350,23389,,,225,138,41,39,,,,0,0,0,0,0,young
2x wtmd (bracelet) 062938,3,4/15/2018 0:00,0,0,0,1,0,0,0,62805,2,62919,62922,62938,,,,,,62944,63117,2,,,2018_04_15,23285,23359,23362,23378,,,,,,23384,23477,,,192,74,3,93,,,,1,0,0,0,0,young
Can stand/walk independently. Assisted by airport staff. Staff not logged in timesheet.,3,4/15/2018 0:00,0,0,0,0,1,0,1,62820,1,62930,62946,,,63001,63014,,,63021,63126,1,,,2018_04_15,23300,23370,23386,,,23401,23414,,,23421,23486,,,186,70,16,65,13,,,0,0,1,0,0,PRM
,3,4/15/2018 0:00,0,0,0,0,0,1,1,62919,2,63006,63030,,,,,,,63052,63140,2,,,2018_04_15,23359,23406,23430,,,,,,,23452,23500,,,141,47,24,48,,,,0,0,0,0,0,regular
,3,4/15/2018 0:00,0,0,0,0,0,1,1,62949,2,63006,63024,,,,,,,63040,63140,2,,,2018_04_15,23389,23406,23424,,,,,,,23440,23500,,,111,17,18,60,,,,0,0,0,0,0,regular
.,3,4/15/2018 0:00,0,1,0,0,0,0,1,63013,1,63105,63110,,,,,,,63128,63143,1,,,2018_04_15,23413,23465,23470,,,,,,,23488,23503,,,90,52,5,15,,,,0,0,0,0,0,senior
takes x-ray boxes with him,3,4/17/2018 0:00,0,0,0,0,0,1,1,80016,2,80100,80106,,,,,80258,80323,80241,80255,1,80148,80238,2018_04_17a,28816,28860,28866,,,,,28978,29003,28961,28975,28908,28958,159,44,6,14,,25,50,0,0,0,1,1,regular
,3,4/17/2018 0:00,1,0,0,0,0,0,1,80345,2,80427,80434,,,,,,,80448,80535,1,,,2018_04_17a,29025,29067,29074,,,,,,,29088,29135,,,110,42,7,47,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,80650,2,80714,80718,,,,,,,80735,80842,1,,,2018_04_17a,29210,29234,29238,,,,,,,29255,29322,,,112,24,4,67,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,0,0,0,0,0,1,1,80911,2,80930,80935,,,,,,,80948,81007,1,,,2018_04_17a,29351,29370,29375,,,,,,,29388,29407,,,56,19,5,19,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,1,0,0,0,0,1,1,81256,3,81408,81414,,,,,,,81425,81559,1,,,2018_04_17a,29576,29648,29654,,,,,,,29665,29759,,,183,72,6,94,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,81400,2,81438,81446,,,,,,,81507,81623,2,,,2018_04_17a,29640,29678,29686,,,,,,,29707,29783,,,143,38,8,76,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,81405,2,81443,81451,,,,,,,81512,81624,2,,,2018_04_17a,29645,29683,29691,,,,,,,29712,29784,,,139,38,8,72,,,,0,0,0,0,0,business
2x wtmd (shoes) 081956; etd passenger+baggage,3,4/17/2018 0:00,1,0,0,0,0,1,1,81836,2,81930,81936,81956,,,,82115,82126,82013,82110,3,,,2018_04_17a,29916,29970,29976,29996,,,,30075,30086,30013,30070,,,154,54,6,57,,11,,1,0,0,1,0,business
"WTMD twice (2007), watch (?)",3,4/17/2018 0:00,1,0,0,0,0,0,1,81855,2,82001,82007,82019,,82024,82041,,,82049,82229,3,,,2018_04_17a,29935,30001,30007,30019,,30024,30041,,,30049,30149,,,214,66,6,100,17,,,1,0,1,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,81912,2,82018,82046,,,,,,,82110,82153,3,,,2018_04_17a,29952,30018,30046,,,,,,,30070,30113,,,161,66,28,43,,,,0,0,0,0,0,business
2x wtmd (shoes) 082428; etd passenger + baggage,3,4/17/2018 0:00,1,0,0,0,0,1,1,82312,2,82350,82355,82428,,,,82448,82530,82435,82445,1,,,2018_04_17a,30192,30230,30235,30268,,,,30288,30330,30275,30285,,,93,38,5,10,,42,,1,0,0,1,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,82411,2,82450,82501,,,,,,,82513,82604,1,,,2018_04_17a,30251,30290,30301,,,,,,,30313,30364,,,113,39,11,51,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,0,82427,2,82531,82537,,,,,,,82549,82654,1,,,2018_04_17a,30267,30331,30337,,,,,,,30349,30414,,,147,64,6,65,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,0,82536,2,82600,82604,,,,,,,82640,82757,2,82640,82712,2018_04_17a,30336,30360,30364,,,,,,,30400,30477,30400,30432,141,24,4,77,,,32,0,0,0,0,1,business
etd baggage+passenger,3,4/17/2018 0:00,1,0,0,0,0,1,0,82538,3,82716,82720,,,,,82959,83012,82800,82951,2,82800,82825,2018_04_17a,30338,30436,30440,,,,,30599,30612,30480,30591,30480,30505,253,98,4,111,,13,25,0,0,0,1,1,business
Reclaim at other queue.,3,4/17/2018 0:00,1,0,0,0,0,0,1,82623,2,82654,82657,,,,,,,82814,82821,1,,,2018_04_17a,30383,30414,30417,,,,,,,30494,30501,,,118,31,3,7,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,82702,2,82804,82811,,,,,,,82911,83022,1,,,2018_04_17a,30422,30484,30491,,,,,,,30551,30622,,,200,62,7,71,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,83031,2,83105,83111,,,,,,,83137,83233,2,,,2018_04_17a,30631,30665,30671,,,,,,,30697,30753,,,122,34,6,56,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,83041,2,83118,83132,,,,,,,83150,83249,2,,,2018_04_17a,30641,30678,30692,,,,,,,30710,30769,,,128,37,14,59,,,,0,0,0,0,0,business
2x wtmd (shoes) 083221,3,4/17/2018 0:00,1,0,0,0,0,1,1,83046,2,83203,83208,83221,,,,,,83240,83346,1,,,2018_04_17a,30646,30723,30728,30741,,,,,,30760,30826,,,180,77,5,66,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,83226,2,83328,83332,,,,,,,83359,83412,1,,,2018_04_17a,30746,30808,30812,,,,,,,30839,30852,,,106,62,4,13,,,,0,0,0,0,0,business
"WTMD twice (3410), shoes",3,4/17/2018 0:00,0,0,0,0,0,1,0,83328,2,83400,83410,83443,,,,,,83452,83617,2,,,2018_04_17a,30808,30840,30850,30883,,,,,,30892,30977,,,169,32,10,85,,,,1,0,0,0,0,regular
WTMD twice (3451),3,4/17/2018 0:00,0,0,0,0,0,1,0,83332,2,83441,83451,83503,,83507,83525,,,83530,83645,2,,,2018_04_17a,30812,30881,30891,30903,,30907,30925,,,30930,31005,,,193,69,10,75,18,,,1,0,1,0,0,regular
takes x-ray boxes with him,3,4/17/2018 0:00,1,0,0,0,0,1,1,83419,3,83501,83528,,,,,,,83548,83607,1,,,2018_04_17a,30859,30901,30928,,,,,,,30948,30967,,,108,42,27,19,,,,0,0,0,0,0,business
takes x-ray boxes with him,3,4/17/2018 0:00,0,0,0,0,0,1,1,83422,1,83516,83534,,,,,,,83610,83625,1,,,2018_04_17a,30862,30916,30934,,,,,,,30970,30985,,,123,54,18,15,,,,0,0,0,0,0,regular
"Reclaim outside queue, ETD partially outside queue",3,4/17/2018 0:00,1,0,0,0,0,0,1,83631,3,83722,83727,,,,,83742,83821,83750,83801,1,,,2018_04_17a,30991,31042,31047,,,,,31062,31101,31070,31081,,,90,51,5,11,,39,,0,0,0,1,0,business
2x wtmd (shoes)  083858; etd passenger + bagagge,3,4/17/2018 0:00,1,0,0,0,0,1,1,83705,3,83822,83827,83858,,,,83930,83942,83908,83927,2,,,2018_04_17a,31025,31102,31107,31138,,,,31170,31182,31148,31167,,,142,77,5,19,,12,,1,0,0,1,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,83747,1,83825,83838,,,,,,,83855,83918,2,,,2018_04_17a,31067,31105,31118,,,,,,,31135,31158,,,91,38,13,23,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,0,83840,2,83937,83941,,,,,,,84003,84114,1,,,2018_04_17a,31120,31177,31181,,,,,,,31203,31274,,,154,57,4,71,,,,0,0,0,0,0,business
"WTMD twice (4112), wallet (?)",3,4/17/2018 0:00,0,0,0,0,0,1,0,83938,3,84108,84112,84140,,,,,,84144,84327,2,,,2018_04_17a,31178,31268,31272,31300,,,,,,31304,31407,,,229,90,4,103,,,,1,0,0,0,0,regular
,3,4/17/2018 0:00,0,0,0,0,0,1,0,84043,3,84139,84145,,,,,,,84154,84335,2,,,2018_04_17a,31243,31299,31305,,,,,,,31314,31415,,,172,56,6,101,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,0,0,0,1,0,0,1,84126,3,84210,84216,,,,,,,84242,84335,1,,,2018_04_17a,31286,31330,31336,,,,,,,31362,31415,,,129,44,6,53,,,,0,0,0,0,0,young
,3,4/17/2018 0:00,1,0,0,0,0,1,1,84327,3,84413,84417,,,,,,,84428,84537,1,,,2018_04_17a,31407,31453,31457,,,,,,,31468,31537,,,130,46,4,69,,,,0,0,0,0,0,business
Reclaim at other queue.,3,4/17/2018 0:00,1,0,0,0,0,0,1,84405,2,84504,84515,,,,,,,84618,84639,1,,,2018_04_17a,31445,31504,31515,,,,,,,31578,31599,,,154,59,11,21,,,,0,0,0,0,0,business
etd baggage+passenger,3,4/17/2018 0:00,1,0,0,0,0,1,1,84407,3,84441,84445,,,,,84600,84612,84520,84549,1,,,2018_04_17a,31447,31481,31485,,,,,31560,31572,31520,31549,,,102,34,4,29,,12,,0,0,0,1,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,84452,3,84536,84554,,,,,,,84621,84850,2,,,2018_04_17a,31492,31536,31554,,,,,,,31581,31730,,,238,44,18,149,,,,0,0,0,0,0,business
2 wtmd (shoes)  084731,3,4/17/2018 0:00,1,0,0,0,0,1,1,84608,3,84705,84708,84731,,,,,,84740,84847,2,,,2018_04_17a,31568,31625,31628,31651,,,,,,31660,31727,,,159,57,3,67,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,84622,1,84720,84735,,,,,,,84745,84837,1,,,2018_04_17a,31582,31640,31655,,,,,,,31665,31717,,,135,58,15,52,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,84723,3,84820,84825,,,,,,,84836,84951,1,,,2018_04_17a,31643,31700,31705,,,,,,,31716,31791,,,148,57,5,75,,,,0,0,0,0,0,business
2x wtmd (shoes) 084956; etd passegner + baggage,3,4/17/2018 0:00,1,0,0,0,0,1,1,84856,2,84928,84930,84956,,,,85018,85028,85004,85014,1,,,2018_04_17a,31736,31768,31770,31796,,,,31818,31828,31804,31814,,,78,32,2,10,,10,,1,0,0,1,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,84914,2,85014,85016,,,,,,,85031,85202,1,,,2018_04_17a,31754,31814,31816,,,,,,,31831,31922,,,168,60,2,91,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,84949,2,85055,85100,,,,,,,85122,85202,1,,,2018_04_17a,31789,31855,31860,,,,,,,31882,31922,,,133,66,5,40,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,85050,2,85115,85129,,,,,,,85137,85156,1,,,2018_04_17a,31850,31875,31889,,,,,,,31897,31916,,,66,25,14,19,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,85120,3,85223,85225,,,,,,,85239,85341,1,,,2018_04_17a,31880,31943,31945,,,,,,,31959,32021,,,141,63,2,62,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,85128,3,85239,85243,,,,,,,85314,85426,1,,,2018_04_17a,31888,31959,31963,,,,,,,31994,32066,,,178,71,4,72,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,85239,2,85316,85321,,,,,85326,85331,85356,85625,1,,,2018_04_17a,31959,31996,32001,,,,,32006,32011,32036,32185,,,226,37,5,149,,5,,0,0,0,1,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,85242,2,85325,85330,,,,,,,85422,85532,1,,,2018_04_17a,31962,32005,32010,,,,,,,32062,32132,,,170,43,5,70,,,,0,0,0,0,0,business
2x wtmd (shoes)  085522,3,4/17/2018 0:00,1,0,0,0,0,1,1,85347,2,85442,85445,85522,,,,,,85528,85812,1,,,2018_04_17a,32027,32082,32085,32122,,,,,,32128,32292,,,265,55,3,164,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,85539,2,85711,85717,,,,,,,85734,85903,1,,,2018_04_17a,32139,32231,32237,,,,,,,32254,32343,,,204,92,6,89,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,85729,2,85849,85858,,,,,,,85927,90124,1,,,2018_04_17a,32249,32329,32338,,,,,,,32367,32484,,,235,80,9,117,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,90021,1,90058,90101,,,,,,,90122,90233,1,,,2018_04_17a,32421,32458,32461,,,,,,,32482,32553,,,132,37,3,71,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,0,90047,3,90151,90155,,,,,,,90232,90407,1,90234,90246,2018_04_17a,32447,32511,32515,,,,,,,32552,32647,32554,32566,200,64,4,95,,,12,0,0,0,0,1,business
,3,4/17/2018 0:00,1,0,0,0,0,0,0,90139,3,90211,90217,,,,,,,90254,90316,1,,,2018_04_17a,32499,32531,32537,,,,,,,32574,32596,,,97,32,6,22,,,,0,0,0,0,0,business
"WTMD twice (0235), shoes",3,4/17/2018 0:00,1,0,0,0,0,0,1,90153,3,90230,90235,90254,,,,,,90322,90503,1,,,2018_04_17a,32513,32550,32555,32574,,,,,,32602,32703,,,190,37,5,101,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,90215,2,90251,90257,,,,,,,90332,90533,1,90350,90505,2018_04_17a,32535,32571,32577,,,,,,,32612,32733,32630,32705,198,36,6,121,,,75,0,0,0,0,1,business
takes x-ray boxes with him,3,4/17/2018 0:00,1,0,0,0,0,1,1,90216,2,90322,90326,,,,,,,90402,90410,1,,,2018_04_17a,32536,32602,32606,,,,,,,32642,32650,,,114,66,4,8,,,,0,0,0,0,0,business
"WTMD twice (0358), shoes, reclaim in other queue",3,4/17/2018 0:00,1,0,0,0,0,0,1,90242,3,90355,90358,90426,,,,,,90442,90501,2,,,2018_04_17a,32562,32635,32638,32666,,,,,,32682,32701,,,139,73,3,19,,,,1,0,0,0,0,business
"WTMD twice (0416), shoes",3,4/17/2018 0:00,1,0,0,0,0,0,1,90300,3,90407,90416,90444,,,,,,90448,90630,2,,,2018_04_17a,32580,32647,32656,32684,,,,,,32688,32790,,,210,67,9,102,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,90330,2,90508,90512,,,,,,,90527,90741,1,,,2018_04_17a,32610,32708,32712,,,,,,,32727,32861,,,251,98,4,134,,,,0,0,0,0,0,business
2x wtmd (shoes) 090539,3,4/17/2018 0:00,1,0,0,0,0,1,1,90338,2,90512,90518,90539,,,,,,90554,90719,1,,,2018_04_17a,32618,32712,32718,32739,,,,,,32754,32839,,,221,94,6,85,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,90508,3,90558,90604,,,,,,,90642,90716,1,,,2018_04_17a,32708,32758,32764,,,,,,,32802,32836,,,128,50,6,34,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,90622,2,90707,90712,,,,,,,90732,90820,1,,,2018_04_17a,32782,32827,32832,,,,,,,32852,32900,,,118,45,5,48,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,90636,2,90723,90728,,,,,,,90742,90815,1,,,2018_04_17a,32796,32843,32848,,,,,,,32862,32895,,,99,47,5,33,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,90723,2,90754,90802,,,,,,,90814,90828,1,,,2018_04_17a,32843,32874,32882,,,,,,,32894,32908,,,65,31,8,14,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,90756,2,90858,90901,,,,,,,90925,91021,1,,,2018_04_17a,32876,32938,32941,,,,,,,32965,33021,,,145,62,3,56,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,90757,3,90828,90831,,,,,,,90845,90918,1,,,2018_04_17a,32877,32908,32911,,,,,,,32925,32958,,,81,31,3,33,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,0,0,0,0,0,1,1,90833,1,90906,90912,,,,,,,90932,91004,1,,,2018_04_17a,32913,32946,32952,,,,,,,32972,33004,,,91,33,6,32,,,,0,0,0,0,0,regular
,3,4/17/2018 0:00,1,0,0,0,0,0,1,90904,3,91008,91014,,,,,,,91035,91202,1,,,2018_04_17a,32944,33008,33014,,,,,,,33035,33122,,,178,64,6,87,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,91149,1,91206,91211,,,,,,,91222,91313,1,,,2018_04_17a,33109,33126,33131,,,,,,,33142,33193,,,84,17,5,51,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,91213,2,91234,91240,,,,,,,91313,91426,3,,,2018_04_17a,33133,33154,33160,,,,,,,33193,33266,,,133,21,6,73,,,,0,0,0,0,0,business
2x wtmd (shoes) 091415,3,4/17/2018 0:00,1,0,0,0,0,1,1,91222,2,91348,91354,91415,,,,,,91420,91529,3,,,2018_04_17a,33142,33228,33234,33255,,,,,,33260,33329,,,187,86,6,69,,,,1,0,0,0,0,business
"1435-1511 boarding pass check, WTMD twice (1521) shoes",3,4/17/2018 0:00,1,0,0,0,0,0,1,91404,3,91435,91521,91542,,,,,,91550,91717,1,,,2018_04_17a,33244,33275,33321,33342,,,,,,33350,33437,,,193,31,46,87,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,91705,2,91753,91758,,,,,,,91812,92008,1,,,2018_04_17a,33425,33473,33478,,,,,,,33492,33608,,,183,48,5,116,,,,0,0,0,0,0,business
"WTMD twice (2105), shoes",3,4/17/2018 0:00,1,0,0,0,0,0,1,92022,3,92102,92105,92117,,,,,,92119,92211,1,,,2018_04_17a,33622,33662,33665,33677,,,,,,33679,33731,,,109,40,3,52,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,0,0,0,1,0,0,1,92056,4,92223,92232,,,,,,,92322,92537,3,,,2018_04_17a,33656,33743,33752,,,,,,,33802,33937,,,281,87,9,135,,,,0,0,0,0,0,young
etd baggage+passenger,3,4/17/2018 0:00,1,0,0,0,0,1,0,92202,1,92310,92312,,,,,92338,92354,92330,92333,2,,,2018_04_17a,33722,33790,33792,,,,,33818,33834,33810,33813,,,91,68,2,3,,16,,0,0,0,1,0,business
takes x-ray boxes with him,3,4/17/2018 0:00,1,0,0,0,0,1,0,92231,1,92342,92348,,,,,,,92400,92413,2,,,2018_04_17a,33751,33822,33828,,,,,,,33840,33853,,,102,71,6,13,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,0,0,0,1,0,0,1,92344,2,92423,92427,,,,,,,92442,92911,2,,,2018_04_17a,33824,33863,33867,,,,,,,33882,34151,,,327,39,4,269,,,,0,0,0,0,0,young
,3,4/17/2018 0:00,0,0,0,1,0,0,0,92349,3,92556,92601,,,,,92620,92636,92653,92912,2,,,2018_04_17a,33829,33956,33961,,,,,33980,33996,34013,34152,,,323,127,5,139,,16,,0,0,0,1,0,young
,3,4/17/2018 0:00,1,0,0,0,0,1,1,92858,2,92944,92948,,,,,,,93000,93109,1,,,2018_04_17a,34138,34184,34188,,,,,,,34200,34269,,,131,46,4,69,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,0,92945,2,93046,93054,,,,,,,93105,93150,1,,,2018_04_17a,34185,34246,34254,,,,,,,34265,34310,,,125,61,8,45,,,,0,0,0,0,0,business
"WTMD twice (3129), shoes",3,4/17/2018 0:00,1,0,0,0,0,0,1,93054,3,93125,93129,93203,,,,93244,93303,93306,93508,1,,,2018_04_17a,34254,34285,34289,34323,,,,34364,34383,34386,34508,,,254,31,4,122,,19,,1,0,0,1,0,business
wtmd (belt) 093255,3,4/17/2018 0:00,1,0,0,0,0,1,0,93100,3,93232,93238,93255,,,,,,93258,93355,1,,,2018_04_17a,34260,34352,34358,34375,,,,,,34378,34435,,,175,92,6,57,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,93107,3,93148,93154,,,,,,,93228,93410,1,,,2018_04_17a,34267,34308,34314,,,,,,,34348,34450,,,183,41,6,102,,,,0,0,0,0,0,business
"2x wtmd (shoes, belt) 093416; takes x-ray boxes with he",3,4/17/2018 0:00,1,0,0,0,0,1,0,93153,3,93338,93341,,,93417,93434,,,93438,93600,1,,,2018_04_17a,34313,34418,34421,,,34457,34474,,,34478,34560,,,247,105,3,82,17,,,0,0,1,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,0,93302,3,93433,93438,,,,,,,93450,93700,1,,,2018_04_17a,34382,34473,34478,,,,,,,34490,34620,,,238,91,5,130,,,,0,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,93401,3,93510,93515,,,,,,,93538,93715,1,,,2018_04_17a,34441,34510,34515,,,,,,,34538,34635,,,194,69,5,97,,,,0,0,0,0,0,business
"WTMD twice (3734), jewelry + shoes",3,4/17/2018 0:00,0,0,0,0,0,1,0,93631,3,93729,93734,93808,,,,,,93826,93909,1,,,2018_04_17a,34591,34649,34654,34688,,,,,,34706,34749,,,158,58,5,43,,,,1,0,0,0,0,regular
,3,4/17/2018 0:00,1,0,0,0,0,1,1,94015,2,94106,94111,,,,,,,94130,95339,1,94130,94150,2018_04_17a,34815,34866,34871,,,,,,,34890,35619,34890,34910,804,51,5,729,,,20,0,0,0,0,1,business
,3,4/17/2018 0:00,1,0,0,0,0,0,1,94136,3,94252,94300,,,,,,,94321,94534,2,,,2018_04_17a,34896,34972,34980,,,,,,,35001,35134,,,238,76,8,133,,,,0,0,0,0,0,business
"WTMD twice (4240), shoes",3,4/17/2018 0:00,1,0,0,0,0,0,1,94144,3,94231,94240,94314,,,,,,94322,94425,2,,,2018_04_17a,34904,34951,34960,34994,,,,,,35002,35065,,,161,47,9,63,,,,1,0,0,0,0,business
,3,4/17/2018 0:00,1,0,0,0,0,1,1,94318,2,94358,94402,,,,,94409,94416,94435,94510,1,,,2018_04_17a,34998,35038,35042,,,,,35049,35056,35075,35110,,,112,40,4,35,,7,,0,0,0,1,0,business
